,SIG_CD,RDS_MAN_NO,RDS_MAN_NO2,RN,RN_CD,LAT,LNG,분류,밝기
26,11680,12,26,역삼로,3122008,37.49512351822428,127.03686007336417,도로,0
27,11680,12,27,역삼로,3122008,37.495145693371676,127.03694514362783,도로,0
28,11680,12,28,역삼로,3122008,37.49515536314377,127.03697681657046,도로,0
29,11680,12,29,역삼로,3122008,37.4951944292469,127.03709235346884,도로,0
30,11680,12,30,역삼로,3122008,37.49522058634336,127.03717842089199,도로,0
31,11680,12,31,역삼로,3122008,37.49526530374435,127.0373247244604,도로,0
32,11680,12,32,역삼로,3122008,37.49533617779407,127.03755706196634,도로,0
33,11680,12,33,역삼로,3122008,37.49535616890064,127.03762286250398,도로,0
34,11680,12,34,역삼로,3122008,37.49540679907126,127.03778951287079,도로,0
35,11680,12,35,역삼로,3122008,37.49543913954693,127.03789499992706,도로,0
36,11680,12,36,역삼로,3122008,37.49547598710903,127.0380225854657,도로,0
37,11680,12,37,역삼로,3122008,37.49552139509851,127.0381757657552,도로,0
38,11680,12,38,역삼로,3122008,37.49552324027317,127.03818180523315,도로,0
39,11680,12,39,역삼로,3122008,37.495545742368286,127.0382554891453,도로,0
40,11680,12,40,역삼로,3122008,37.49561636226462,127.03848795266413,도로,0
41,11680,12,41,역삼로,3122008,37.495687225011395,127.03872029235069,도로,0
42,11680,12,42,역삼로,3122008,37.49575810531307,127.03895265510141,도로,0
43,11680,12,43,역삼로,3122008,37.49578145279917,127.03902969844371,도로,0
44,11680,12,44,역삼로,3122008,37.4958694286216,127.03924899804859,도로,0
45,11680,12,45,역삼로,3122008,37.49586978873234,127.03924990288955,도로,0
46,11680,12,46,역삼로,3122008,37.4959367502449,127.03942115490057,도로,0
47,11680,12,47,역삼로,3122008,37.49600561157079,127.03956768830885,도로,0
48,11680,12,48,역삼로,3122008,37.49601439929736,127.039586396644,도로,0
49,11680,12,49,역삼로,3122008,37.49644125421232,127.04045116931671,도로,20
50,11680,12,50,역삼로,3122008,37.49653720036496,127.04064588102274,도로,20
51,11680,12,51,역삼로,3122008,37.49718857401719,127.04196777108885,도로,0
52,11680,12,52,역삼로,3122008,37.497859919742034,127.04333273557128,도로,0
53,11680,12,53,역삼로,3122008,37.497864997720754,127.0433430631068,도로,0
54,11680,12,54,역삼로,3122008,37.498075034001005,127.0437611905801,도로,0
55,11680,12,55,역삼로,3122008,37.49851007472432,127.04467691569135,도로,0
56,11680,12,56,역삼로,3122008,37.498552591996095,127.04477782464045,도로,0
57,11680,12,57,역삼로,3122008,37.49859422120434,127.04489234881416,도로,0
58,11680,12,58,역삼로,3122008,37.49863669632833,127.04500935020306,도로,0
59,11680,12,59,역삼로,3122008,37.49877954223785,127.04544352825451,도로,0
60,11680,12,60,역삼로,3122008,37.49950627829093,127.04766670894709,도로,20
61,11680,12,61,역삼로,3122008,37.49953861226524,127.04776621235938,도로,20
62,11680,12,62,역삼로,3122008,37.50055408472912,127.05085719102655,도로,20
63,11680,12,63,역삼로,3122008,37.50095125621097,127.05206653285428,도로,0
64,11680,12,64,역삼로,3122008,37.50095733004106,127.05208501587722,도로,0
65,11680,12,65,역삼로,3122008,37.500981229358565,127.05215786206593,도로,0
66,11680,12,66,역삼로,3122008,37.501142233601044,127.05264870404221,도로,0
67,11680,12,67,역삼로,3122008,37.501276700202624,127.05305973311556,도로,0
68,11680,12,68,역삼로,3122008,37.50139569798559,127.05342349230051,도로,0
69,11680,12,69,역삼로,3122008,37.501522189940346,127.05380989867956,도로,0
70,11680,12,70,역삼로,3122008,37.50177059655786,127.0545747391672,도로,0
71,11680,12,71,역삼로,3122008,37.50177079450824,127.05457533869156,도로,0
72,11680,12,72,역삼로,3122008,37.501884945763685,127.05492688533852,도로,0
73,11680,12,73,역삼로,3122008,37.501994732114035,127.05526527736116,도로,0
74,11680,12,74,역삼로,3122008,37.50221199991229,127.0559321445345,도로,0
75,11680,12,75,역삼로,3122008,37.50221334950272,127.0559362846822,도로,0
76,11680,12,76,역삼로,3122008,37.50245656455968,127.05667545215591,도로,0
77,11680,12,77,역삼로,3122008,37.50262019109481,127.05718290612141,도로,0
78,11680,12,78,역삼로,3122008,37.50262051498512,127.05718390157713,도로,0
79,11680,12,79,역삼로,3122008,37.502633785422724,127.05722481704564,도로,0
80,11680,12,80,역삼로,3122008,37.502760677143286,127.05761591855713,도로,0
81,11680,12,81,역삼로,3122008,37.502770447686295,127.05764601987978,도로,0
82,11680,12,82,역삼로,3122008,37.5027734166267,127.05765518262508,도로,0
83,11680,12,83,역삼로,3122008,37.50285803680797,127.05792329901242,도로,0
84,11680,12,84,역삼로,3122008,37.50288784545777,127.05800998463816,도로,0
85,11680,12,85,역삼로,3122008,37.50291980149163,127.05810906695642,도로,0
86,11680,12,86,역삼로,3122008,37.5029437738877,127.05819085138322,도로,0
87,11680,12,87,역삼로,3122008,37.50303124971621,127.05845751224936,도로,0
88,11680,12,88,역삼로,3122008,37.503091959592155,127.05864286181334,도로,0
89,11680,12,89,역삼로,3122008,37.50309232844893,127.0586440043372,도로,0
90,11680,12,90,역삼로,3122008,37.50325669757029,127.0591448288749,도로,0
91,11680,12,91,역삼로,3122008,37.50329466341125,127.05926008918415,도로,0
92,11680,12,92,역삼로,3122008,37.50331153171943,127.05931204610417,도로,0
93,11680,12,93,역삼로,3122008,37.503326365516145,127.05936039378858,도로,0
94,11680,12,94,역삼로,3122008,37.50333907926653,127.05939582455177,도로,0
95,11680,12,95,역삼로,3122008,37.50334948830915,127.05942746490642,도로,0
96,11680,12,96,역삼로,3122008,37.50336663584726,127.05947943342726,도로,0
97,11680,12,97,역삼로,3122008,37.503373401089036,127.05950034969659,도로,0
98,11680,12,98,역삼로,3122008,37.50340430403707,127.05959468253486,도로,0
99,11680,12,99,역삼로,3122008,37.5034076777411,127.05960493144904,도로,0
100,11680,12,100,역삼로,3122008,37.50343359430176,127.05968865229931,도로,0
101,11680,12,101,역삼로,3122008,37.5034404659294,127.05970968663436,도로,0
102,11680,12,102,역삼로,3122008,37.5034578307117,127.05976284101617,도로,0
103,11680,12,103,역삼로,3122008,37.50347475689407,127.05981465291813,도로,0
104,11680,12,104,역삼로,3122008,37.50351423194781,127.05992944672865,도로,0
105,11680,12,105,역삼로,3122008,37.503517587709,127.05993948078036,도로,0
106,11680,12,106,역삼로,3122008,37.50353109995513,127.05998141526042,도로,0
107,11680,12,107,역삼로,3122008,37.503552265531454,127.06005191197457,도로,0
108,11680,12,108,역삼로,3122008,37.503566987982005,127.06009698022464,도로,0
109,11680,12,109,역삼로,3122008,37.503584068283466,127.06014926639764,도로,0
110,11680,12,110,역삼로,3122008,37.503621917867996,127.0602651317824,도로,0
111,11680,12,111,역삼로,3122008,37.5036388744409,127.06031703950049,도로,0
112,11680,12,112,역삼로,3122008,37.503676630661246,127.06043261975049,도로,0
113,11680,12,113,역삼로,3122008,37.503693943116076,127.06048561720868,도로,0
114,11680,12,114,역삼로,3122008,37.50373115706964,127.06059953812156,도로,0
115,11680,12,115,역삼로,3122008,37.50374836022589,127.06065220129595,도로,0
116,11680,12,116,역삼로,3122008,37.50375340399361,127.0606676415518,도로,0
117,11680,12,117,역삼로,3122008,37.50376532824263,127.06070414505821,도로,0
118,11680,12,118,역삼로,3122008,37.50378582849267,127.06076690224302,도로,0
119,11680,12,119,역삼로,3122008,37.50380319280783,127.06082005953249,도로,0
120,11680,12,120,역삼로,3122008,37.50381983157696,127.06087099580354,도로,0
121,11680,12,121,역삼로,3122008,37.50384074862482,127.06093502929886,도로,0
122,11680,12,122,역삼로,3122008,37.50385772696285,127.06098700530072,도로,0
123,11680,12,123,역삼로,3122008,37.50387490604377,127.0610395959346,도로,0
124,11680,12,124,역삼로,3122008,37.503895249809815,127.06110187480095,도로,0
125,11680,12,125,역삼로,3122008,37.503912200009395,127.06115376496264,도로,0
126,11680,12,126,역삼로,3122008,37.50392281013446,127.06118624610858,도로,0
127,11680,12,127,역삼로,3122008,37.50392950840429,127.061206751717,도로,0
128,11680,12,128,역삼로,3122008,37.5039738867096,127.06133076521375,도로,0
129,11680,12,129,역삼로,3122008,37.504001153591744,127.0614143865858,도로,0
130,11680,12,130,역삼로,3122008,37.504049228633505,127.06156073572949,도로,0
131,11680,12,131,역삼로,3122008,37.504069766485216,127.06162353111523,도로,0
132,11680,12,132,역삼로,3122008,37.50412457002757,127.06179086503971,도로,0
133,11680,12,133,역삼로,3122008,37.504152124896564,127.0618744982884,도로,0
134,11680,12,134,역삼로,3122008,37.50420019027547,127.0620210063468,도로,0
135,11680,12,135,역삼로,3122008,37.50422998467149,127.06211203799164,도로,0
136,11680,12,136,역삼로,3122008,37.50423449178306,127.0621254660196,도로,0
137,11680,12,137,역삼로,3122008,37.504275530857456,127.06225096693925,도로,0
138,11680,12,138,역삼로,3122008,37.50430561339494,127.0623419990006,도로,0
139,11680,12,139,역삼로,3122008,37.504316849118986,127.06237644560379,도로,0
140,11680,12,140,역삼로,3122008,37.50435115020628,127.06248110917277,도로,0
141,11680,12,141,역삼로,3122008,37.50437573772295,127.06256042555978,도로,0
142,11680,12,142,역삼로,3122008,37.50439221095637,127.06261733399934,도로,0
143,11680,12,143,역삼로,3122008,37.50440315512422,127.06265677719568,도로,0
144,11680,12,144,역삼로,3122008,37.50442086374525,127.06271266069092,도로,0
145,11680,12,145,역삼로,3122008,37.50445121877321,127.062804745175,도로,0
146,11680,12,146,역삼로,3122008,37.50445543739266,127.06281835400104,도로,0
147,11680,12,147,역삼로,3122008,37.50449506971389,127.06294473666165,도로,0
148,11680,12,148,역삼로,3122008,37.504514750727,127.06300782614528,도로,0
149,11680,12,149,역삼로,3122008,37.504523745882175,127.06303629966268,도로,0
150,11680,12,150,역삼로,3122008,37.50483160527662,127.06396849703363,도로,0
151,11680,12,151,역삼로,3122008,37.50522090018081,127.06514894999832,도로,0
152,11680,12,152,역삼로,3122008,37.50566307456634,127.06648844170374,도로,0
153,11680,12,153,역삼로,3122008,37.505882595442024,127.06715346463017,도로,0
154,11680,12,154,역삼로,3122008,37.50593800350918,127.06732133872956,도로,0
155,11680,13,0,테헤란로,3122010,37.497957606705725,127.02762873698151,도로,20
156,11680,13,1,테헤란로,3122010,37.49804342315118,127.0279291678518,도로,20
157,11680,13,2,테헤란로,3122010,37.49806394218268,127.02799500231235,도로,20
158,11680,13,3,테헤란로,3122010,37.49818700137485,127.02839073356266,도로,20
159,11680,13,4,테헤란로,3122010,37.498274712032796,127.02867352547837,도로,0
160,11680,13,5,테헤란로,3122010,37.49827948396252,127.0286881605486,도로,0
161,11680,13,6,테헤란로,3122010,37.498506257599566,127.02941748067984,도로,0
162,11680,13,7,테헤란로,3122010,37.49865259380518,127.02988845063317,도로,0
163,11680,13,8,테헤란로,3122010,37.498753841442536,127.03021430338129,도로,20
164,11680,13,9,테헤란로,3122010,37.49901295246675,127.03104807016062,도로,0
165,11680,13,10,테헤란로,3122010,37.49929571636471,127.03195753052587,도로,0
166,11680,13,11,테헤란로,3122010,37.499553383795465,127.03278629894932,도로,0
167,11680,13,12,테헤란로,3122010,37.49967463790442,127.03316715143968,도로,0
168,11680,13,13,테헤란로,3122010,37.49973962652974,127.03336984442556,도로,0
169,11680,13,14,테헤란로,3122010,37.49975818943562,127.03342797971509,도로,0
170,11680,13,15,테헤란로,3122010,37.499915453854,127.0339423734676,도로,0
171,11680,13,16,테헤란로,3122010,37.500152912646435,127.0347188203477,도로,20
172,11680,13,17,테헤란로,3122010,37.50042404095458,127.03560541379929,도로,20
173,11680,13,18,테헤란로,3122010,37.50082122422877,127.03690577806631,도로,0
174,11680,13,19,테헤란로,3122010,37.500905887008756,127.03718889376512,도로,0
175,11680,13,20,테헤란로,3122010,37.50125205354807,127.03838344194928,도로,20
176,11680,13,21,테헤란로,3122010,37.50125747150504,127.03840213860313,도로,20
177,11680,13,22,테헤란로,3122010,37.50131120130586,127.0385357477397,도로,20
178,11680,13,23,테헤란로,3122010,37.501314576558684,127.03854688883811,도로,20
179,11680,13,24,테헤란로,3122010,37.50137253208182,127.0387370908953,도로,0
180,11680,13,25,테헤란로,3122010,37.50138433204284,127.03877557023807,도로,0
181,11680,13,26,테헤란로,3122010,37.50143071260485,127.0389271124134,도로,0
182,11680,13,27,테헤란로,3122010,37.501487840150716,127.03911242911495,도로,0
183,11680,13,28,테헤란로,3122010,37.50149415362058,127.03913315694253,도로,0
184,11680,13,29,테헤란로,3122010,37.50152652938896,127.03923945045368,도로,0
185,11680,13,30,테헤란로,3122010,37.50160489172923,127.039497823172,도로,0
186,11680,13,31,테헤란로,3122010,37.50169766868543,127.03980132794024,도로,0
187,11680,13,32,테헤란로,3122010,37.50189510932478,127.04044816543163,도로,0
188,11680,13,33,테헤란로,3122010,37.50193870659936,127.04059079660273,도로,0
189,11680,13,34,테헤란로,3122010,37.501954744897226,127.0406436526866,도로,0
190,11680,13,35,테헤란로,3122010,37.50202064277768,127.04083823531396,도로,0
191,11680,13,36,테헤란로,3122010,37.502084733062404,127.04102748172855,도로,20
192,11680,13,37,테헤란로,3122010,37.502133075869054,127.04116801724108,도로,20
193,11680,13,38,테헤란로,3122010,37.502138133723506,127.04118516465124,도로,20
194,11680,13,39,테헤란로,3122010,37.50216878744534,127.04128713327793,도로,20
195,11680,13,40,테헤란로,3122010,37.50217497935176,127.04130780977572,도로,0
196,11680,13,41,테헤란로,3122010,37.50226610469657,127.04160578800229,도로,0
197,11680,13,42,테헤란로,3122010,37.50232488354951,127.04179790653677,도로,0
198,11680,13,43,테헤란로,3122010,37.502383382721746,127.04199019485985,도로,0
199,11680,13,44,테헤란로,3122010,37.50244216995801,127.0421823140005,도로,0
200,11680,13,45,테헤란로,3122010,37.502500668506926,127.04237459161452,도로,0
201,11680,13,46,테헤란로,3122010,37.50250882250443,127.04240074303932,도로,0
202,11680,13,47,테헤란로,3122010,37.50255437919967,127.04255026492092,도로,20
203,11680,13,48,테헤란로,3122010,37.502558617050795,127.04256710672172,도로,20
204,11680,13,49,테헤란로,3122010,37.502610615703404,127.04276817996626,도로,20
205,11680,13,50,테헤란로,3122010,37.502619641455695,127.04280041633663,도로,20
206,11680,13,51,테헤란로,3122010,37.50284154810378,127.04351675637557,도로,0
207,11680,13,52,테헤란로,3122010,37.50309561865467,127.04435028370405,도로,0
208,11680,13,53,테헤란로,3122010,37.503146652603775,127.0445200095684,도로,0
209,11680,13,54,테헤란로,3122010,37.503275476150364,127.04494195664554,도로,0
210,11680,13,55,테헤란로,3122010,37.503279111920726,127.04495355084957,도로,0
211,11680,13,56,테헤란로,3122010,37.50334800992,127.04517714317079,도로,0
212,11680,13,57,테헤란로,3122010,37.503420849609974,127.0454121946174,도로,0
213,11680,13,58,테헤란로,3122010,37.50349255435938,127.04564514230488,도로,0
214,11680,13,59,테헤란로,3122010,37.503967791265346,127.04719530543171,도로,20
215,11680,13,60,테헤란로,3122010,37.504068758144534,127.04751772114376,도로,0
216,11680,13,61,테헤란로,3122010,37.504159871248454,127.04780688171486,도로,20
217,11680,13,62,테헤란로,3122010,37.50415988925068,127.04780692696394,도로,20
218,11680,13,63,테헤란로,3122010,37.504249298433386,127.04809691277347,도로,0
219,11680,13,64,테헤란로,3122010,37.504337877751176,127.04838748685098,도로,0
220,11680,13,65,테헤란로,3122010,37.504401449098076,127.04859913927031,도로,0
221,11680,13,66,테헤란로,3122010,37.50446871488471,127.04880897354236,도로,20
222,11680,13,67,테헤란로,3122010,37.504519143727386,127.04896629858742,도로,20
223,11680,13,68,테헤란로,3122010,37.5045231931654,127.0489788773716,도로,20
224,11680,13,69,테헤란로,3122010,37.50464041800996,127.04934624115322,도로,0
225,11680,13,70,테헤란로,3122010,37.504752369778814,127.04971628306559,도로,0
226,11680,13,71,테헤란로,3122010,37.504863680547146,127.0500866423363,도로,0
227,11680,13,72,테헤란로,3122010,37.504975629986326,127.05045669776352,도로,0
228,11680,13,73,테헤란로,3122010,37.50508080528048,127.05079912040013,도로,0
229,11680,13,74,테헤란로,3122010,37.50519044154296,127.05115817213851,도로,0
230,11680,13,75,테헤란로,3122010,37.505299824374596,127.0515173604739,도로,0
231,11680,13,76,테헤란로,3122010,37.505403183044365,127.05187792717881,도로,0
232,11680,13,77,테헤란로,3122010,37.50540710936921,127.05189162425785,도로,0
233,11680,13,78,테헤란로,3122010,37.505513620180814,127.05223884925309,도로,0
234,11680,13,79,테헤란로,3122010,37.505623579452575,127.05259732075416,도로,0
235,11680,13,80,테헤란로,3122010,37.50572691086579,127.0529341893767,도로,0
236,11680,13,81,테헤란로,3122010,37.50573344717483,127.05295550024937,도로,0
237,11680,13,82,테헤란로,3122010,37.50583736623789,127.05329431841065,도로,0
238,11680,13,83,테헤란로,3122010,37.50594508920813,127.05362934674642,도로,0
239,11680,13,84,테헤란로,3122010,37.50604855446598,127.05396711743224,도로,0
240,11680,13,85,테헤란로,3122010,37.506132900889405,127.05424143895227,도로,0
241,11680,13,86,테헤란로,3122010,37.50615229814565,127.05430470828932,도로,0
242,11680,13,87,테헤란로,3122010,37.506197561222244,127.05445246881945,도로,0
243,11680,13,88,테헤란로,3122010,37.506256040776655,127.05464248103664,도로,0
244,11680,13,89,테헤란로,3122010,37.50626250949117,127.05466351056437,도로,0
245,11680,13,90,테헤란로,3122010,37.50630131243453,127.05479025329088,도로,0
246,11680,13,91,테헤란로,3122010,37.506355026507784,127.05498011551164,도로,0
247,11680,13,92,테헤란로,3122010,37.50636803353302,127.05502457251472,도로,0
248,11680,13,93,테헤란로,3122010,37.50645536308589,127.05529167154288,도로,0
249,11680,13,94,테헤란로,3122010,37.50651357096704,127.0554817301116,도로,0
250,11680,13,95,테헤란로,3122010,37.5065363504602,127.05555559986222,도로,0
251,11680,13,96,테헤란로,3122010,37.506571760557954,127.05567170979307,도로,0
252,11680,13,97,테헤란로,3122010,37.50661675152745,127.05581967535512,도로,0
253,11680,13,98,테헤란로,3122010,37.50662967045014,127.05586187052452,도로,0
254,11680,13,99,테헤란로,3122010,37.506697161018025,127.05608374011057,도로,0
255,11680,13,100,테헤란로,3122010,37.50672611115977,127.05617883206398,도로,0
256,11680,13,101,테헤란로,3122010,37.506777560901604,127.05634781673504,도로,0
257,11680,13,102,테헤란로,3122010,37.50685342678004,127.05660693964546,도로,0
258,11680,13,103,테헤란로,3122010,37.506855913279466,127.05661543242078,도로,0
259,11680,13,104,테헤란로,3122010,37.50696641198979,127.05697568083723,도로,0
260,11680,13,105,테헤란로,3122010,37.507079852991055,127.0573455265605,도로,0
261,11680,13,106,테헤란로,3122010,37.50712090501996,127.0574793675371,도로,0
262,11680,13,107,테헤란로,3122010,37.5071315293814,127.05751401782874,도로,0
263,11680,13,108,테헤란로,3122010,37.5071939095976,127.05771397917282,도로,0
264,11680,13,109,테헤란로,3122010,37.50730638275913,127.05808384402565,도로,0
265,11680,13,110,테헤란로,3122010,37.50731579440257,127.05811479417584,도로,0
266,11680,13,111,테헤란로,3122010,37.50744439426754,127.05852600946969,도로,0
267,11680,13,112,테헤란로,3122010,37.507509335322,127.05873688859556,도로,0
268,11680,13,113,테헤란로,3122010,37.50758101416171,127.05896896821173,도로,0
269,11680,13,114,테헤란로,3122010,37.507606894797114,127.05905333814785,도로,0
270,11680,13,115,테헤란로,3122010,37.50771070816757,127.05940285257348,도로,0
271,11680,13,116,테헤란로,3122010,37.50772283441029,127.059442028584,도로,0
272,11680,13,117,테헤란로,3122010,37.507801425432326,127.05968647677702,도로,0
273,11680,13,118,테헤란로,3122010,37.50811796469032,127.06071857614758,도로,0
274,11680,13,119,테헤란로,3122010,37.50850121101462,127.06196772307949,도로,0
275,11680,13,120,테헤란로,3122010,37.50886592408021,127.06315650495465,도로,0
276,11680,13,121,테헤란로,3122010,37.50887068219088,127.06317215088308,도로,0
277,11680,13,122,테헤란로,3122010,37.50887070917946,127.06317223007672,도로,0
278,11680,13,123,테헤란로,3122010,37.50899099231821,127.0635851522175,도로,0
279,11680,13,124,테헤란로,3122010,37.50899101931242,127.0635852201012,도로,0
280,11680,13,125,테헤란로,3122010,37.50905592431681,127.06379604006588,도로,0
281,11680,13,126,테헤란로,3122010,37.509055951310955,127.06379610794971,도로,0
282,11680,13,127,테헤란로,3122010,37.50909836997921,127.0639332120034,도로,0
283,11680,13,128,테헤란로,3122010,37.5091211352529,127.06400691720171,도로,0
284,11680,13,129,테헤란로,3122010,37.50912115323696,127.06400698507821,도로,0
285,11680,13,130,테헤란로,3122010,37.50918605739649,127.06421797542684,도로,0
286,11680,13,131,테헤란로,3122010,37.50918607540441,127.06421799806243,도로,0
