ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD
"20090710","서울의 남쪽을 연결하는 도로","20","Nambusunhwan-ro","20141030","직권수정(속성변경)","99","20100315","20150326104422","강서구 방화동 434-10","0",3,"강남구 수서동 329-21","남부순환로","2000003",41.000,32620.000,"2","11680","1"
"20100419","양재천 명칭 인용","20","Yangjaecheon-ro","20141030","기재내용정정","71","20100422","20181107140422","서울특별시 서초구 우면동 23-14(경부고속도로 하부)","0",5,"서울특별시 강남구 대치동 513(영동대로)","양재천로","3121023",20.000,4500.000,"3","11680","2"
"20100419","영등포의 동쪽 지역을 의미하는 영동이라는 지명에서 유래","20","Yeongdong-daero","20141030","기재내용정정","71","20100422","20181107140506","서울특별시 강남구 개포동 192-1","0",6,"서울특별시 성동구 성수동2가 158-1(영동대교 북단)","영동대로","2122002",70.000,5683.000,"2","11680","2"
"20100419","본래 학로였으나 1984년 11월 7일 가로명 제정때 학동로로 부여","20","Hakdong-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225537","논현동 50-2","0",7,"청담동 134-18","학동로","3122011",40.000,3755.000,"3","11680","3"
"20080901","이 노선이 지나는 일원동의 행정구역명을 적용하여 제정","20","Irwon-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","일원동 618-3","0",8,"일원동 738","일원로","3122009",25.000,1430.000,"3","11680","3"
"20080901","조선 제9대 왕인 성종과 성종의 계비 정현왕후의 능인 선릉에서 유래","20","Seolleung-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","개포동 567-22","0",9,"압구정동 510","선릉로","3122006",25.000,6352.000,"3","11680","3"
"20100419","삼성동 행정구역명을 인용하여  제정","20","Samseong-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225534","개포동 191","0",10,"청담동 48","삼성로","3122005",35.000,5061.000,"3","11680","3"
"20100422","행정구역 명칭 사용","20","Dogok-ro","20141117","누락된 부여일자 입력","71","20100422","20181107140310","서울특별시 강남구 도곡동 943(강남대로)","0",11,"서울특별시 송파구 잠실동 294 (백제고분로)","도곡로","3122012",40.000,4700.000,"3","11680","2"
"20100419","행정구역 명칭 적용","20","Yeoksam-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225536","역삼동 831-16","0",12,"대치동 1004-3","역삼로","3122008",20.000,3607.000,"3","11680","3"
"20100419","테헤란시와 서울시의 자매결연을 기념 상호 도시명을 도로명으로 제정","20","Teheran-ro","20141030","직권수정(속성변경)","99","20100422","20160607095026","역삼동 821","0",13,"삼성동 171-3","테헤란로","3122010",50.000,3898.000,"2","11680","3"
"20100419","강남개발 이전부터 존재하던 주요문화재 봉은사의 명칭을 인용","20","Bongeunsa-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225533","논현동 200-7","0",14,"삼성동 171-4","봉은사로","3122004",35.000,4200.000,"3","11680","3"
"20090710","서울의 남쪽을 연결하는 도로","20","Nambusunhwan-ro","20141030","직권수정(속성변경)","99","20100315","20150326104422","강서구 방화동 434-10","0",15,"강남구 수서동 329-21","남부순환로","2000003",40.000,32620.000,"2","11680","1"
"20100419","행정구역 명칭 적용","20","Apgujeong-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225535","압구정동 408","0",16,"청담동 119-2","압구정로","3122007",30.000,3041.000,"3","11680","3"
"20080901","일제시대 독립운동가인 안창호 선생의 호 도산을 인용, 도산대로변에는 도산의 묘원인 도산공원이 위치함","20","Dosan-daero","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20080926","20141030225533","강남구 신사동 501-2","0",17,"청담동 130","도산대로","2122001",50.000,3262.000,"2","11680","3"
"20100310","지역명 사용","20","Yangjae-daero","20181127","도로구간 변경","12","20180308","20181127190000","서울 서초구 중앙로 626","0",18,"경기 구리시 강변북로 224","양재대로","2000006",50.000,19360.000,"2","11680","1"
"20100419","이 노선이 지나는 개포동의 행정구역명을 적용하여 제정","20","Gaepo-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225531","개포동 1239-18","0",19,"일원동 644-11","개포로","3122001",20.000,4526.000,"3","11680","3"
"20090710","88서울올림픽을 기념하기 위한 도로","20","Olympic-daero","20160614","누락된 부여일자 입력","71","20090710","20181107134125","서울특별시 강서구 개화동 136-2 (행주대교 IC)","0",20,"서울특별시 강동구 고덕동 1-3 (강일 IC)","올림픽대로","2121004",50.000,40678.000,"2","11680","2"
"20090710","분당 수서간 자동차전용도로","20","Bundangsuseo-ro","20141030","직권수정(속성변경)","99","20090710","20150326104859","성남시 분당구 구미동 174","0",21,"광진구 자양동 97-5","분당수서로","3180055",30.000,25338.000,"3","11680","1"
"20090701","헌인릉의 지역적 특성을 부여","20","Heolleung-ro","20141030","직권수정(속성변경)","99","20090710","20150326110444","서초구 양재동 238-1","0",22,"성남시 수정구 신흥동 8-4","헌릉로","3000033",35.000,10907.000,"3","11680","1"
"20090701","옛 지명 인용","20","Eonju-ro","20160614","기재내용정정","71","20090710","20181107140455","서울특별시 서초구 내곡동 산12-431(인능산1자연공원)","0",23,"서울특별시 강남구 압구정동 480","언주로","3005086",40.000,12080.000,"3","11680","2"
"20090701","율현동의 순수 우리말인 밤고개를 인용하여 제정","20","Bamgogae-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030225533","수서동 725","0",24,"세곡동 151-14","밤고개로","3122003",30.000,3592.000,"3","11680","3"
"20100419","광평대군의 묘역이 위치하여 묘역의 명칭을 사용하여 제정","20","Gwangpyeong-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100420","20141030225531","일원동 702-11","0",25,"수서동 718","광평로","3122002",30.000,3334.000,"3","11680","3"
"20100520","행정구역명칭 인용","20","Nonhyeon-ro","20141117","기재내용정정","71","20100520","20181107140150","서울특별시 서초구 양재동 402-6(양재대로)","0",26,"서울특별시 성동구 옥수동 487(동호대교 북단)","논현로","3121022",30.000,8300.000,"3","11680","2"
"20101018","언주로 시점에서 146번째 분기된 도로","16","Eonju-ro 146-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","논현동 98-3","0",27,"논현동 100-8","언주로146길","4166582",12.000,405.000,"4","11680","3"
"20101018","도산대로 시점에서 46번째 분기된 도로","17","Dosan-daero 46-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","논현동 92","0",28,"논현동 98-12","도산대로46길","4166278",12.000,224.000,"4","11680","3"
"20101018","역삼로 시점에서 71번째 분기된 도로","16","Yeoksam-ro 71-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","대치동 905-30","0",29,"대치동 901-1","역삼로71길","4166658",4.000,185.000,"4","11680","3"
"20101018","언주로 시점에서 138번째 분기된 도로","17","Eonju-ro 138-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","논현동 106-4","0",30,"논현동 107-22","언주로138길","4166579",4.000,160.000,"4","11680","3"
"20101018","역삼로 시점에서 65번째 분기된 도로","15","Yeoksam-ro 65-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","대치동 906-22","0",31,"대치동 896-9","역삼로65길","4166654",6.000,284.000,"4","11680","3"
"20101018","도산대로 시점에서 19번째 분기된 도로","16","Dosan-daero 19-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","신사동 561-20","0",32,"신사동 544-3","도산대로19길","4166263",5.000,408.000,"4","11680","3"
"20101018","도곡로 시점에서 57번째 분기된 도로","18","Dogok-ro 57-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 766-26","1",33,"도곡동 765","도곡로57길","4166236",10.000,141.000,"4","11680","3"
"20101018","강남대로 시점에서 162번째 분기된 도로","15","Gangnam-daero 162-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","신사동 506-8","0",34,"신사동 520-7","강남대로162길","4166026",6.000,288.000,"4","11680","3"
"20101018","강남대로 시점에서 160번째 분기된 도로","16","Gangnam-daero 160-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","신사동 504-11","0",35,"신사동535-25","강남대로160길","4166025",6.000,425.000,"4","11680","3"
"20101018","강남대로 시점에서 158번째 분기된 도로","15","Gangnam-daero 158-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","신사동508-12","0",36,"신사동 518-8","강남대로158길","4166024",6.000,275.000,"4","11680","3"
"20101018","강남대로 시점에서 156번째 분기된 도로","16","Gangnam-daero 156-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","신사동 503-2","0",37,"신사동 536-18","강남대로156길","4166023",6.000,403.000,"4","11680","3"
"20101018","강남대로 시점에서 154번째 분기된 도로","14","Gangnam-daero 154-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","신사동 511-19","0",38,"신사동 515-6","강남대로154길","4166022",4.000,250.000,"4","11680","3"
"20101018","강남대로 시점에서 152번째 분기된 도로","16","Gangnam-daero 152-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","신사동 502-12","0",39,"신사동 539-5","강남대로152길","4166021",8.000,556.000,"4","11680","3"
"20101018","강남대로 시점에서 146번째 분기된 도로","16","Gangnam-daero 146-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 17-9","0",40,"논현동 22","강남대로146길","4166019",6.000,341.000,"4","11680","3"
"20101018","강남대로 시점에서 140번째 분기된 도로","16","Gangnam-daero 140-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 18-4","0",41,"논현동 25-5","강남대로140길","4166018",6.000,485.000,"4","11680","3"
"20101018","강남대로 시점에서 136번째 분기된 도로","16","Gangnam-daero 136-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 19-7","0",42,"논현동 41-6","강남대로136길","4166017",6.000,525.000,"4","11680","3"
"20101018","강남대로 시점에서 132번째 분기된 도로","16","Gangnam-daero 132-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 49-17","0",43,"논현동 56-7","강남대로132길","4166016",6.000,498.000,"4","11680","3"
"20101018","강남대로 시점에서 128번째 분기된 도로","16","Gangnam-daero 128-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 142-4","0",44,"논현동 135-5","강남대로128길","4166014",6.000,653.000,"4","11680","3"
"20101018","강남대로 시점에서 126번째 분기된 도로","15","Gangnam-daero 126-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 140-23","0",45,"논현동 134-6","강남대로126길","4166013",10.000,520.000,"4","11680","3"
"20101018","강남대로 시점에서 124번째 분기된 도로","16","Gangnam-daero 124-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 143-22","0",46,"논현동 148","강남대로124길","4166012",6.000,588.000,"4","11680","3"
"20101018","강남대로 시점에서 122번째 분기된 도로","16","Gangnam-daero 122-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 164-11","0",47,"논현동 157-15","강남대로122길","4166011",10.000,534.000,"4","11680","3"
"20101018","강남대로 시점에서 120번째 분기된 도로","15","Gangnam-daero 120-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 167-31","0",48,"논현동 188-8","강남대로120길","4166010",6.000,509.000,"4","11680","3"
"20101018","강남대로 시점에서 118번째 분기된 도로","14","Gangnam-daero 118-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 165-8","0",49,"논현동 195-4","강남대로118길","4166009",10.000,571.000,"4","11680","3"
"20101018","강남대로 시점에서 114번째 분기된 도로","15","Gangnam-daero 114-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 184-52","0",50,"논현동 196-4","강남대로114길","4166007",6.000,344.000,"4","11680","3"
"20101018","강남대로 시점에서 112번째 분기된 도로","16","Gangnam-daero 112-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 199-5","0",51,"논현동 204-7","강남대로112길","4166006",8.000,498.000,"4","11680","3"
"20101018","강남대로 시점에서 110번째 분기된 도로","16","Gangnam-daero 110-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","역삼동 601-11","0",52,"역삼동 632-8","강남대로110길","4166005",6.000,685.000,"4","11680","3"
"20101018","강남대로 시점에서 106번째 분기된 도로","17","Gangnam-daero 106-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","역삼동 809-13","0",53,"역삼동 618-6","강남대로106길","4166004",6.000,265.000,"4","11680","3"
"20101018","강남대로 시점에서 102번째 분기된 도로","17","Gangnam-daero 102-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","역삼동 814-6","0",54,"역삼동 618","강남대로102길","4166003",6.000,390.000,"4","11680","3"
"20101018","강남대로 시점에서 98번째 분기된 도로","16","Gangnam-daero 98-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 815-5","0",55,"역삼동 817-27","강남대로98길","4166039",6.000,238.000,"4","11680","3"
"20101018","강남대로 시점에서 96번째 분기된 도로","18","Gangnam-daero 96-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 816-3","0",56,"역삼동 818-6","강남대로96길","4166038",6.000,189.000,"4","11680","3"
"20101018","강남대로 시점에서 94번째 분기된 도로","15","Gangnam-daero 94-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 818-15","0",57,"역삼동 646-14","강남대로94길","4166037",6.000,696.000,"4","11680","3"
"20101018","강남대로 시점에서 92번째 분기된 도로","16","Gangnam-daero 92-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 820-11","0",58,"역삼동 649-14","강남대로92길","4166036",6.000,324.000,"4","11680","3"
"20101018","강남대로 시점에서 84번째 분기된 도로","16","Gangnam-daero 84-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 825-8","0",59,"역삼동 827-48","강남대로84길","4166035",8.000,326.000,"4","11680","3"
"20101018","강남대로 시점에서 78번째 분기된 도로","16","Gangnam-daero 78-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 826-14","0",60,"역삼동 830-40","강남대로78길","4166034",8.000,325.000,"4","11680","3"
"20101018","강남대로 시점에서 66번째 분기된 도로","16","Gangnam-daero 66-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 832-8","0",61,"역삼동 836-77","강남대로66길","4166033",8.000,326.000,"4","11680","3"
"20101018","강남대로 시점에서 62번째 분기된 도로","16","Gangnam-daero 62-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 837-10","0",62,"역삼동 839-7","강남대로62길","4166032",8.000,326.000,"4","11680","3"
"20101018","강남대로 시점에서 58번째 분기된 도로","16","Gangnam-daero 58-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","도곡동 943","0",63,"도곡동 551-28","강남대로58길","4166031",8.000,488.000,"4","11680","3"
"20101018","강남대로 시점에서 54번째 분기된 도로","17","Gangnam-daero 54-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","도곡동 946-17","0",64,"도곡동 947-25","강남대로54길","4166030",6.000,193.000,"4","11680","3"
"20101018","강남대로 시점에서 48번째 분기된 도로","16","Gangnam-daero 48-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","도곡동 949-3","0",65,"도곡동 951-5","강남대로48길","4166029",6.000,222.000,"4","11680","3"
"20101018","강남대로 시점에서 44번째 분기된 도로","17","Gangnam-daero 44-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","도곡동 952-10","0",66,"도곡동 955-18","강남대로44길","4166028",6.000,246.000,"4","11680","3"
"20101018","강남대로 시점에서 42번째 분기된 도로","15","Gangnam-daero 42-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","도곡동 954-11","0",67,"도곡동 956-11","강남대로42길","4166027",6.000,186.000,"4","11680","3"
"20101018","논현로 시점에서 175번째 분기된 도로","16","Nonhyeon-ro 175-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 581-15","0",68,"신사동 528","논현로175길","4166161",8.000,895.000,"4","11680","3"
"20101018","논현로 시점에서 161번째 분기된 도로","15","Nonhyeon-ro 161-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 567-22","0",69,"신사동 550-11","논현로161길","4166153",6.000,412.000,"4","11680","3"
"20101018","논현로 시점에서 159번째 분기된 도로","16","Nonhyeon-ro 159-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 585-13","0",70,"신사동 551-4","논현로159길","4166151",6.000,532.000,"4","11680","3"
"20101018","논현로 시점에서 157번째 분기된 도로","15","Nonhyeon-ro 157-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 565-8","0",71,"신사동 554-32","논현로157길","4166149",6.000,376.000,"4","11680","3"
"20101018","논현로 시점에서 155번째 분기된 도로","16","Nonhyeon-ro 155-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 586","0",72,"신사동 555-33","논현로155길","4166148",6.000,324.000,"4","11680","3"
"20101018","논현로 시점에서 151번째 분기된 도로","16","Nonhyeon-ro 151-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 563-37","0",73,"신사동 542-6","논현로151길","4166144",12.000,473.000,"4","11680","3"
"20101018","논현로 시점에서 149번째 분기된 도로","15","Nonhyeon-ro 149-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","논현동 8-11","0",74,"논현동 4-10","논현로149길","4166141",12.000,626.000,"4","11680","3"
"20101018","논현로 시점에서 145번째 분기된 도로","16","Nonhyeon-ro 145-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 33-16","0",75,"논현동 14-3","논현로145길","4166139",6.000,557.000,"4","11680","3"
"20101018","논현로 시점에서 139번째 분기된 도로","16","Nonhyeon-ro 139-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 34-24","0",76,"논현동 28","논현로139길","4166136",6.000,417.000,"4","11680","3"
"20101018","논현로 시점에서 135번째 분기된 도로","16","Nonhyeon-ro 135-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 36-5","0",77,"논현동 28-1","논현로135길","4166133",6.000,397.000,"4","11680","3"
"20101018","논현로 시점에서 131번째 분기된 도로","16","Nonhyeon-ro 131-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 58-6","0",78,"논현동 40","논현로131길","4166129",12.000,396.000,"4","11680","3"
"20101018","논현로 시점에서 127번째 분기된 도로","16","Nonhyeon-ro 127-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","?鉞層?130-9","0",79,"논현동 128-4","논현로127길","4166126",12.000,205.000,"4","11680","3"
"20101018","논현로 시점에서 123번째 분기된 도로","16","Nonhyeon-ro 123-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 151-31","0",80,"논현동 149-36","논현로123길","4166123",6.000,426.000,"4","11680","3"
"20101018","논현로 시점에서 121번째 분기된 도로","16","Nonhyeon-ro 121-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 152-3","0",81,"논현동 171-13","논현로121길","4166121",6.000,496.000,"4","11680","3"
"20101018","논현로 시점에서 119번째 분기된 도로","16","Nonhyeon-ro 119-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 175-1","0",82,"논현동 172-22","논현로119길","4166119",8.000,420.000,"4","11680","3"
"20101018","논현로 시점에서 117번째 분기된 도로","16","Nonhyeon-ro 117-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 175-12","0",83,"논현동 177-36","논현로117길","4166117",6.000,276.000,"4","11680","3"
"20101018","논현로 시점에서 115번째 분기된 도로","16","Nonhyeon-ro 115-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 191-12","0",84,"논현동 169-3","논현로115길","4166115",6.000,572.000,"4","11680","3"
"20101018","논현로 시점에서 113번째 분기된 도로","16","Nonhyeon-ro 113-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 192-4","0",85,"논현동 189","논현로113길","4166113",6.000,404.000,"4","11680","3"
"20101018","논현로 시점에서 111번째 분기된 도로","16","Nonhyeon-ro 111-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 192-16","0",86,"논현동 194","논현로111길","4166112",8.000,392.000,"4","11680","3"
"20101018","논현로 시점에서 105번째 분기된 도로","16","Nonhyeon-ro 105-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 607-10","0",87,"역삼동 602-9","논현로105길","4166109",8.000,711.000,"4","11680","3"
"20101018","논현로 시점에서 101번째 분기된 도로","16","Nonhyeon-ro 101-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 628-8","0",88,"역삼동 608-26","논현로101길","4166106",6.000,166.000,"4","11680","3"
"20101018","논현로 시점에서 97번째 분기된 도로","16","Nonhyeon-ro 97-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 641-2","0",89,"역삼동 633","논현로97길","4166208",6.000,570.000,"4","11680","3"
"20101018","논현로 시점에서 87번째 분기된 도로","15","Nonhyeon-ro 87-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 736-55","0",90,"역삼동 735-10","논현로87길","4166203",4.000,270.000,"4","11680","3"
"20101018","논현로 시점에서 85번째 분기된 도로","16","Nonhyeon-ro 85-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 738-9","0",91,"역삼동 823-14","논현로85길","4166201",12.000,595.000,"4","11680","3"
"20101018","논현로 시점에서 79번째 분기된 도로","16","Nonhyeon-ro 79-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 746","0",92,"역삼동 828-10","논현로79길","4166198",6.000,602.000,"4","11680","3"
"20101018","논현로 시점에서 75번째 분기된 도로","16","Nonhyeon-ro 75-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 747-26","0",93,"역삼동 743-3","논현로75길","4166195",8.000,365.000,"4","11680","3"
"20101018","논현로 시점에서 71번째 분기된 도로","16","Nonhyeon-ro 71-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 797-3","0",94,"역삼동 789-30","논현로71길","4166192",8.000,389.000,"4","11680","3"
"20101018","논현로 시점에서 67번째 분기된 도로","16","Nonhyeon-ro 67-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 797-19","0",95,"역삼동 834-27","논현로67길","4166188",6.000,554.000,"4","11680","3"
"20101018","논현로 시점에서 65번째 분기된 도로","15","Nonhyeon-ro 65-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 796-21","0",96,"역삼동 793-24","논현로65길","4166186",4.000,308.000,"4","11680","3"
"20101018","논현로 시점에서 63번째 분기된 도로","16","Nonhyeon-ro 63-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 798-3","0",97,"역삼동 835-6","논현로63길","4166184",12.000,584.000,"4","11680","3"
"20101018","논현로 시점에서 57번째 분기된 도로","16","Nonhyeon-ro 57-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 544-6","0",98,"도곡동 546-11","논현로57길","4166181",6.000,390.000,"4","11680","3"
"20101018","논현로 시점에서 51번째 분기된 도로","16","Nonhyeon-ro 51-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 967","0",99,"도곡동 961","논현로51길","4166180",12.000,383.000,"4","11680","3"
"20101018","논현로 시점에서 190번째 분기된 도로","15","Nonhyeon-ro 190-gil","20141030","직권수정(속성변경)","99","20101203","20190426155217","압구정동 437","0",100,"압구정동 464","논현로190길","4166848",11.000,881.000,"4","11680","3"
"20101018","논현로 시점에서 176번째 분기된 도로","16","Nonhyeon-ro 176-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 611-2","0",101,"신사동 613-15","논현로176길","4166162",8.000,238.000,"4","11680","3"
"20101018","논현로 시점에서 172번째 분기된 도로","15","Nonhyeon-ro 172-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 609-2","0",102,"신사동 606-7","논현로172길","4166160",6.000,202.000,"4","11680","3"
"20101018","논현로 시점에서 168번째 분기된 도로","16","Nonhyeon-ro 168-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 603-2","0",103,"신사동 626-67","논현로168길","4166157",10.000,385.000,"4","11680","3"
"20101018","논현로 시점에서 164번째 분기된 도로","16","Nonhyeon-ro 164-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 599-4","0",104,"신사동 594-33","논현로164길","4166155",6.000,301.000,"4","11680","3"
"20101018","논현로 시점에서 160번째 분기된 도로","16","Nonhyeon-ro 160-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 598-6","0",105,"신사동 594-13","논현로160길","4166152",6.000,305.000,"4","11680","3"
"20101018","논현로 시점에서 158번째 분기된 도로","16","Nonhyeon-ro 158-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 592-4","0",106,"신사동 589-17","논현로158길","4166150",6.000,275.000,"4","11680","3"
"20101018","논현로 시점에서 154번째 분기된 도로","16","Nonhyeon-ro 154-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 591-17","0",107,"신사동 590-12","논현로154길","4166147",6.000,153.000,"4","11680","3"
"20101018","논현로 시점에서 152번째 분기된 도로","16","Nonhyeon-ro 152-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 590-22","0",108,"신사동 588-14","논현로152길","4166145",12.000,304.000,"4","11680","3"
