ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD
"20101018","언주로 시점에서 136번째 분기된 도로","17","Eonju-ro 136-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","논현동 106-7","1",870,"논현동 110-2","언주로136길","4166578",4.000,128.000,"4","11680","3"
"20101018","학동로 시점에서 41번째 분기된 도로","15","Hakdong-ro 41-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 114-11","1",871,"논현동 107","학동로41길","4166797",4.000,68.000,"4","11680","3"
"20101018","학동로 시점에서 41번째 분기된 도로","15","Hakdong-ro 41-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 114-11","1",872,"논현동 107","학동로41길","4166797",4.000,84.000,"4","11680","3"
"20101018","선릉로 시점에서 131번째 분기된 도로","16","Seolleung-ro 131-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","논현동 119-2","1",873,"논현동 112-2","선릉로131길","4166459",4.000,64.000,"4","11680","3"
"20101018","봉은사로 시점에서 20번째 분기된 도로","15","Bongeunsa-ro 20-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","역삼동 613-22","0",874,"역삼동 626-32","봉은사로20길","4166339",6.000,361.000,"4","11680","3"
"20101018","개포로 시점에서 15번째 분기된 도로","16","Gaepo-ro 15-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","개포동 1239-20","0",875,"개포동 1243","개포로15길","4166051",8.000,324.000,"4","11680","3"
"20101018","언주로 시점에서 71번째 분기된 도로","16","Eonju-ro 71-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 773-3","1",876,"역삼동 775-16","언주로71길","4166613",4.000,80.000,"4","11680","3"
"20101018","언주로 시점에서 71번째 분기된 도로","16","Eonju-ro 71-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 773-3","1",877,"역삼동 775-16","언주로71길","4166613",4.000,118.000,"4","11680","3"
"20101018","언주로 시점에서 69번째 분기된 도로","16","Eonju-ro 69-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 779-3","1",878,"역삼동 777-17","언주로69길","4166610",4.000,72.000,"4","11680","3"
"20101018","언주로 시점에서 69번째 분기된 도로","16","Eonju-ro 69-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 779-3","1",879,"역삼동 777-17","언주로69길","4166610",4.000,72.000,"4","11680","3"
"20101018","언주로 시점에서 69번째 분기된 도로","16","Eonju-ro 69-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 779-3","1",880,"역삼동 777-17","언주로69길","4166610",4.000,72.000,"4","11680","3"
"20101018","논현로 시점에서 64번째 분기된 도로","16","Nonhyeon-ro 64-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 776-12","1",881,"역삼동 787-8","논현로64길","4166185",4.000,78.000,"4","11680","3"
"20101018","언주로 시점에서 70번째 분기된 도로","16","Eonju-ro 70-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 761","1",882,"역삼동 758-2","언주로70길","4166612",6.000,125.000,"4","11680","3"
"20101018","도곡로 시점에서 57번째 분기된 도로","18","Dogok-ro 57-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 766-26","1",883,"도곡동 765","도곡로57길","4166236",4.000,141.000,"4","11680","3"
"20101018","선릉로 시점에서 69번째 분기된 도로","15","Seolleung-ro 69-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","역삼동 756-13","1",884,"역삼동 758-2","선릉로69길","4166489",4.000,142.000,"4","11680","3"
"20101018","선릉로 시점에서 69번째 분기된 도로","15","Seolleung-ro 69-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","역삼동 756-13","1",885,"역삼동 758-2","선릉로69길","4166489",6.000,141.000,"4","11680","3"
"20101018","논현로 시점에서 26번째 분기된 도로","16","Nonhyeon-ro 26-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 425-8","1",886,"도곡동 458-5","논현로26길","4166169",6.000,77.000,"4","11680","3"
"20101018","논현로 시점에서 26번째 분기된 도로","16","Nonhyeon-ro 26-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 425-8","1",887,"도곡동 458-5","논현로26길","4166169",6.000,89.000,"4","11680","3"
"20101018","논현로 시점에서 26번째 분기된 도로","16","Nonhyeon-ro 26-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 425-8","1",888,"도곡동 458-5","논현로26길","4166169",6.000,114.000,"4","11680","3"
"20101018","논현로 시점에서 26번째 분기된 도로","16","Nonhyeon-ro 26-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","도곡동 425-8","1",889,"도곡동 458-5","논현로26길","4166169",6.000,120.000,"4","11680","3"
"20101018","남부순환로 강남구 시점에서 378번째 분기된 도로","16","Nambusunhwan-ro 378-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","도곡동 462","1",890,"도곡동 459-4","남부순환로378길","4166099",6.000,91.000,"4","11680","3"
"20101018","개포로 시점에서 15번째 분기된 도로","16","Gaepo-ro 15-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","개포동 1239-20","1",891,"개포동 1243","개포로15길","4166051",6.000,152.000,"4","11680","3"
"20101018","논현로 시점에서 102번째 분기된 도로","16","Nonhyeon-ro 102-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 659-9","1",892,"역삼동 663-17","논현로102길","4166107",4.000,73.000,"4","11680","3"
"20101018","논현로 시점에서 102번째 분기된 도로","16","Nonhyeon-ro 102-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 659-9","1",893,"역삼동 663-17","논현로102길","4166107",4.000,65.000,"4","11680","3"
"20101018","논현로 시점에서 102번째 분기된 도로","16","Nonhyeon-ro 102-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 659-9","1",894,"역삼동 663-17","논현로102길","4166107",4.000,60.000,"4","11680","3"
"20101018","논현로 시점에서 102번째 분기된 도로","16","Nonhyeon-ro 102-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 659-9","1",895,"역삼동 663-17","논현로102길","4166107",4.000,60.000,"4","11680","3"
"20101018","논현로 시점에서 106번째 분기된 도로","16","Nonhyeon-ro 106-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 650-18","1",896,"역삼동 656-20","논현로106길","4166110",4.000,73.000,"4","11680","3"
"20101018","논현로 시점에서 106번째 분기된 도로","16","Nonhyeon-ro 106-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 650-18","1",897,"역삼동 656-20","논현로106길","4166110",4.000,73.000,"4","11680","3"
"20101018","논현로 시점에서 106번째 분기된 도로","16","Nonhyeon-ro 106-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 650-18","1",898,"역삼동 656-20","논현로106길","4166110",4.000,73.000,"4","11680","3"
"20101018","논현로 시점에서 106번째 분기된 도로","16","Nonhyeon-ro 106-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 650-18","1",899,"역삼동 656-20","논현로106길","4166110",4.000,73.000,"4","11680","3"
"20101018","언주로 시점에서 103번째 분기된 도로","16","Eonju-ro 103-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","역삼동 662-7","1",900,"역삼동 660-31","언주로103길","4166559",4.000,60.000,"4","11680","3"
"20101018","언주로 시점에서 99번째 분기된 도로","16","Eonju-ro 99-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 662-14","1",901,"역삼동 663-19","언주로99길","4166627",4.000,54.000,"4","11680","3"
"20101018","언주로 시점에서 99번째 분기된 도로","16","Eonju-ro 99-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 662-14","1",902,"역삼동 663-19","언주로99길","4166627",4.000,56.000,"4","11680","3"
"20101018","언주로 시점에서 99번째 분기된 도로","16","Eonju-ro 99-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 662-14","1",903,"역삼동 663-19","언주로99길","4166627",4.000,60.000,"4","11680","3"
"20101018","언주로 시점에서 104번째 분기된 도로","16","Eonju-ro 104-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","역삼동 688-6","1",904,"역삼동 693-14","언주로104길","4166560",4.000,73.000,"4","11680","3"
"20101018","언주로 시점에서 104번째 분기된 도로","16","Eonju-ro 104-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","역삼동 688-6","1",905,"역삼동 693-14","언주로104길","4166560",4.000,78.000,"4","11680","3"
"20101018","언주로 시점에서 104번째 분기된 도로","16","Eonju-ro 104-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","역삼동 688-6","1",906,"역삼동 693-14","언주로104길","4166560",4.000,64.000,"4","11680","3"
"20101018","봉은사로 시점에서 48번째 분기된 도로","16","Bongeunsa-ro 48-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","역삼동 681-35","1",907,"역삼동 691-33","봉은사로48길","4166355",5.000,81.000,"4","11680","3"
"20101018","언주로 시점에서 98번째 분기된 도로","16","Eonju-ro 98-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 689-12","1",908,"역삼동 703-9","언주로98길","4166626",4.000,55.000,"4","11680","3"
"20101018","언주로 시점에서 98번째 분기된 도로","16","Eonju-ro 98-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 689-12","1",909,"역삼동 703-9","언주로98길","4166626",4.000,55.000,"4","11680","3"
"20101018","언주로 시점에서 98번째 분기된 도로","16","Eonju-ro 98-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 689-12","1",910,"역삼동 703-9","언주로98길","4166626",4.000,55.000,"4","11680","3"
"20101018","언주로 시점에서 98번째 분기된 도로","16","Eonju-ro 98-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 689-12","1",911,"역삼동 703-9","언주로98길","4166626",4.000,55.000,"4","11680","3"
"20101018","선릉로 시점에서 103번째 분기된 도로","15","Seolleung-ro 103-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","역삼동 694-34","1",912,"역삼동 698-20","선릉로103길","4166439",4.000,104.000,"4","11680","3"
"20101018","선릉로 시점에서 103번째 분기된 도로","15","Seolleung-ro 103-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","역삼동 694-34","1",913,"역삼동 698-20","선릉로103길","4166439",4.000,148.000,"4","11680","3"
"20101018","언주로 시점에서 85번째 분기된 도로","16","Eonju-ro 85-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 721-17","1",914,"역삼동 725-25","언주로85길","4166618",6.000,118.000,"4","11680","3"
"20101018","도산대로 시점에서 101번째 분기된 도로","17","Dosan-daero 101-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","청담동 125-12","1",915,"청담동 128","도산대로101길","4166255",4.000,87.000,"4","11680","3"
"20101018","도산대로 시점에서 99번째 분기된 도로","15","Dosan-daero 99-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","청담동 126-18","1",916,"청담동 114-9","도산대로99길","4166312",6.000,116.000,"4","11680","3"
"20101018","도산대로 시점에서 67번째 분기된 도로","16","Dosan-daero 67-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","청담동 92-11","1",917,"청담동 81-7","도산대로67길","4166294",6.000,123.000,"4","11680","3"
"20101018","선릉로 시점에서 132번째 분기된 도로","15","Seolleung-ro 132-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 40-33","1",918,"청담동 45-1","선릉로132길","4166460",4.000,88.000,"4","11680","3"
"20101018","선릉로 시점에서 138번째 분기된 도로","16","Seolleung-ro 138-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 23-12","1",919,"청담동 37-8","선릉로138길","4166465",4.000,74.000,"4","11680","3"
"20101018","선릉로 시점에서 132번째 분기된 도로","15","Seolleung-ro 132-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 40-33","1",920,"청담동 45-1","선릉로132길","4166460",6.000,114.000,"4","11680","3"
"20101018","선릉로 시점에서 132번째 분기된 도로","15","Seolleung-ro 132-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 40-33","1",921,"청담동 45-1","선릉로132길","4166460",4.000,129.000,"4","11680","3"
"20101018","학동로 시점에서 55번째 분기된 도로","16","Hakdong-ro 55-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","청담동 41-4","1",922,"청담동 39","학동로55길","4166808",6.000,132.000,"4","11680","3"
"20101018","학동로 시점에서 55번째 분기된 도로","16","Hakdong-ro 55-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","청담동 41-4","1",923,"청담동 39","학동로55길","4166808",4.000,96.000,"4","11680","3"
"20101018","선릉로 시점에서 132번째 분기된 도로","15","Seolleung-ro 132-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 40-33","1",924,"청담동 45-1","선릉로132길","4166460",4.000,75.000,"4","11680","3"
"20101018","선릉로 시점에서 126번째 분기된 도로","15","Seolleung-ro 126-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","삼성동 8-3","1",925,"삼성동 7-3","선릉로126길","4166454",4.000,163.000,"4","11680","3"
"20101018","선릉로 시점에서 116번째 분기된 도로","16","Seolleung-ro 116-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 34-25","1",926,"삼성동 27-15","선릉로116길","4166447",4.000,90.000,"4","11680","3"
"20101018","선릉로 시점에서 116번째 분기된 도로","16","Seolleung-ro 116-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 34-25","1",927,"삼성동 27-15","선릉로116길","4166447",4.000,90.000,"4","11680","3"
"20101018","선릉로 시점에서 116번째 분기된 도로","16","Seolleung-ro 116-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 34-25","1",928,"삼성동 27-15","선릉로116길","4166447",4.000,98.000,"4","11680","3"
"20101018","삼성로 시점에서 115번째 분기된 도로","16","Samseong-ro 115-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 22-3","1",929,"삼성동 27-15","삼성로115길","4166394",4.000,95.000,"4","11680","3"
"20101018","삼성로 시점에서 119번째 분기된 도로","16","Samseong-ro 119-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 21-4","1",930,"삼성동 27","삼성로119길","4166397",4.000,129.000,"4","11680","3"
"20101018","삼성로 시점에서 115번째 분기된 도로","16","Samseong-ro 115-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 22-3","1",931,"삼성동 27-15","삼성로115길","4166394",4.000,114.000,"4","11680","3"
"20101018","삼성로 시점에서 115번째 분기된 도로","16","Samseong-ro 115-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 22-3","1",932,"삼성동 27-15","삼성로115길","4166394",4.000,114.000,"4","11680","3"
"20101018","봉은사로 시점에서 73번째 분기된 도로","16","Bongeunsa-ro 73-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 49-12","1",933,"삼성동 24","봉은사로73길","4166377",4.000,68.000,"4","11680","3"
"20101018","봉은사로 시점에서 73번째 분기된 도로","16","Bongeunsa-ro 73-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 49-12","1",934,"삼성동 24","봉은사로73길","4166377",4.000,68.000,"4","11680","3"
"20101018","봉은사로 시점에서 68번째 분기된 도로","16","Bongeunsa-ro 68-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 115","1",935,"삼성동 130-9","봉은사로68길","4166371",4.000,138.000,"4","11680","3"
"20101018","삼성로 시점에서 107번째 분기된 도로","16","Samseong-ro 107-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 120-2","1",936,"삼서동 115-18","삼성로107길","4166390",4.000,145.000,"4","11680","3"
"20101018","테헤란로 시점에서 77번째 분기된 도로","16","Teheran-ro 77-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","삼성동 143-49","1",937,"삼성동 144","테헤란로77길","4166756",6.000,97.000,"4","11680","3"
"20101018","삼성로 시점에서 103번째 분기된 도로","17","Samseong-ro 103-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 127-13","1",938,"삼성동 123-33","삼성로103길","4166388",4.000,75.000,"4","11680","3"
"20101018","선릉로 시점에서 86번째 분기된 도로","16","Seolleung-ro 86-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","대치동 889-45","1",939,"대치동 891-27","선릉로86길","4166495",4.000,77.000,"4","11680","3"
"20101018","선릉로 시점에서 86번째 분기된 도로","16","Seolleung-ro 86-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","대치동 889-45","1",940,"대치동 891-27","선릉로86길","4166495",4.000,77.000,"4","11680","3"
"20101018","영동대로 시점에서 129번째 분기된 도로","18","Yeongdong-daero 129-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","삼성동 74-7","1",941,"삼성동 62-20","영동대로129길","4166683",6.000,68.000,"4","11680","3"
"20101018","영동대로 시점에서 129번째 분기된 도로","18","Yeongdong-daero 129-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","삼성동 74-7","1",942,"삼성동 62-20","영동대로129길","4166683",6.000,69.000,"4","11680","3"
"20101018","영동대로 시점에서 114번째 분기된 도로","17","Yeongdong-daero 114-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","삼성동 91-34","1",943,"삼성동 99-15","영동대로114길","4166678",4.000,99.000,"4","11680","3"
"20101018","봉은사로 시점에서 109번째 분기된 도로","16","Bongeunsa-ro 109-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 109-15","1",944,"삼성동 97","봉은사로109길","4166328",6.000,116.000,"4","11680","3"
"20101018","봉은사로 시점에서 111번째 분기된 도로","16","Bongeunsa-ro 111-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 109-10","1",945,"삼성동 99-2","봉은사로111길","4166330",4.000,85.000,"4","11680","3"
"20101018","봉은사로 시점에서 111번째 분기된 도로","16","Bongeunsa-ro 111-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 109-10","1",946,"삼성동 99-2","봉은사로111길","4166330",6.000,81.000,"4","11680","3"
"20101018","봉은사로 시점에서 109번째 분기된 도로","16","Bongeunsa-ro 109-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 109-15","1",947,"삼성동 97","봉은사로109길","4166328",6.000,132.000,"4","11680","3"
"20101018","봉은사로 시점에서 114번째 분기된 도로","16","Bongeunsa-ro 114-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 163-1","1",948,"삼성동 166-8","봉은사로114길","4166333",6.000,92.000,"4","11680","3"
"20101018","봉은사로 시점에서 108번째 분기된 도로","16","Bongeunsa-ro 108-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 162","1",949,"삼성동 166-8","봉은사로108길","4166327",4.000,141.000,"4","11680","3"
"20101018","테헤란로 시점에서 103번째 분기된 도로","17","Teheran-ro 103-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","삼성동 168-16","1",950,"삼성동 169","테헤란로103길","4166710",4.000,109.000,"4","11680","3"
"20101018","영동대로 시점에서 96번째 분기된 도로","17","Yeongdong-daero 96-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","삼성동 168","1",951,"삼성동 166-8","영동대로96길","4166703",4.000,193.000,"4","11680","3"
"20101018","영동대로 시점에서 86번째 분기된 도로","17","Yeongdong-daero 86-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","대치동 995-10","1",952,"대치동 999-2","영동대로86길","4166702",4.000,106.000,"4","11680","3"
"20101018","삼성로 시점에서 76번째 분기된 도로","16","Samseong-ro 76-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","대치동 959-6","1",953,"대치동 953-13","삼성로76길","4166427",8.000,127.000,"4","11680","3"
"20101018","역삼로 시점에서 83번째 분기된 도로","15","Yeoksam-ro 83-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","대치동 960-19","1",954,"대치동 955","역삼로83길","4166665",4.000,61.000,"4","11680","3"
"20101018","테헤란로 시점에서 92번째 분기된 도로","16","Teheran-ro 92-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","대치동 945","1",955,"대치동 951","테헤란로92길","4166768",4.000,126.000,"4","11680","3"
"20101018","삼성로 시점에서 64번째 분기된 도로","16","Samseong-ro 64-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","대치동 988","1",956,"대치동 986-4","삼성로64길","4166419",4.000,111.000,"4","11680","3"
"20101018","역삼로 시점에서 84번째 분기된 도로","14","Yeoksam-ro 84-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","대치동 965","1",957,"대치동 962-20","역삼로84길","4166666",6.000,78.000,"4","11680","3"
"20101018","역삼로 시점에서 88번째 분기된 도로","16","Yeoksam-ro 88-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","대치동 966","1",958,"대치동 972","역삼로88길","4166669",4.000,94.000,"4","11680","3"
"20101018","역삼로 시점에서 88번째 분기된 도로","16","Yeoksam-ro 88-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","대치동 966","1",959,"대치동 972","역삼로88길","4166669",3.000,46.000,"4","11680","3"
"20101018","역삼로 시점에서 92번째 분기된 도로","16","Yeoksam-ro 92-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","대치동 967","1",960,"대치동 978-14","역삼로92길","4166672",6.000,71.000,"4","11680","3"
"20101018","도곡로 시점에서 93번째 분기된 도로","16","Dogok-ro 93-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","대치동 986-6","1",961,"대치동 985-1","도곡로93길","4166251",6.000,176.000,"4","11680","3"
"20101018","삼성로 시점에서 72번째 분기된 도로","16","Samseong-ro 72-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","대치동 961-13","1",962,"대치동 976-8","삼성로72길","4166425",4.000,109.000,"4","11680","3"
"20101018","선릉로 시점에서 10번째 분기된 도로","16","Seolleung-ro 10-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","개포동 168-5","1",963,"개포동 161","선릉로10길","4166443",6.000,77.000,"4","11680","3"
"20101018","선릉로 시점에서 10번째 분기된 도로","16","Seolleung-ro 10-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","개포동 168-5","1",964,"개포동 161","선릉로10길","4166443",6.000,78.000,"4","11680","3"
"20101018","선릉로 시점에서 10번째 분기된 도로","16","Seolleung-ro 10-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","개포동 168-5","1",965,"개포동 161","선릉로10길","4166443",6.000,79.000,"4","11680","3"
"20101018","선릉로 시점에서 10번째 분기된 도로","16","Seolleung-ro 10-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","개포동 168-5","1",966,"개포동 161","선릉로10길","4166443",6.000,80.000,"4","11680","3"
"20101018","선릉로 시점에서 10번째 분기된 도로","16","Seolleung-ro 10-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","개포동 168-5","1",967,"개포동 161","선릉로10길","4166443",6.000,81.000,"4","11680","3"
"20101018","테헤란로 시점에서 28번째 분기된 도로","16","Teheran-ro 28-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","역삼동 718","1",968,"역삼동 728-7","테헤란로28길","4166729",4.000,133.000,"4","11680","3"
"20101018","압구정로 시점에서 18번째 분기된 도로","16","Apgujeong-ro 18-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","신사동 573","1",969,"신사동 566","압구정로18길","4166510",4.000,152.000,"4","11680","3"
"20101018","논현로 시점에서 175번째 분기된 도로","16","Nonhyeon-ro 175-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 581-15","1",970,"신사동 528","논현로175길","4166161",4.000,63.000,"4","11680","3"
"20101018","논현로 시점에서 163번째 분기된 도로","20","Nonhyeon-ro 163-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","신사동 586-4","0",971,"신사동 568","논현로163길","4166154",6.000,369.000,"4","11680","3"
"20101018","양재대로 강남구 시점에서 16번째 분기된 도로","15","Yangjae-daero 16-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","개포동 567-22","0",972,"개포동 118-63","양재대로16길","4166862",8.000,523.000,"4","11680","3"
"20101018","양재대로 강남구 시점에서 14번째 분기된 도로","15","Yangjae-daero 14-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","개포동 597-3","0",973,"개포동 산53-44","양재대로14길","4166861",4.000,580.000,"4","11680","3"
"20101018","언주로 시점에서 93번째 분기된 도로","17","Eonju-ro 93-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 676","1",974,"역삼동 678-5","언주로93길","4166623",4.000,77.000,"4","11680","3"
