,LAT,LNG,RDS_MAN_NO,RDS_MAN_NO2,RN,RN_CD,ROAD_BT,ROAD_LT,SIG_CD
199,37.50244216995801,127.0421823140005,13,44,테헤란로,3122010,50.0,3898.0,11680
200,37.50250066850693,127.04237459161453,13,45,테헤란로,3122010,50.0,3898.0,11680
201,37.50250882250443,127.04240074303931,13,46,테헤란로,3122010,50.0,3898.0,11680
202,37.50255437919967,127.04255026492093,13,47,테헤란로,3122010,50.0,3898.0,11680
203,37.502558617050795,127.04256710672172,13,48,테헤란로,3122010,50.0,3898.0,11680
204,37.50261061570341,127.04276817996626,13,49,테헤란로,3122010,50.0,3898.0,11680
205,37.502619641455695,127.04280041633663,13,50,테헤란로,3122010,50.0,3898.0,11680
206,37.50284154810378,127.04351675637557,13,51,테헤란로,3122010,50.0,3898.0,11680
207,37.50309561865467,127.04435028370403,13,52,테헤란로,3122010,50.0,3898.0,11680
208,37.503146652603775,127.0445200095684,13,53,테헤란로,3122010,50.0,3898.0,11680
209,37.50327547615037,127.04494195664554,13,54,테헤란로,3122010,50.0,3898.0,11680
210,37.50327911192073,127.04495355084956,13,55,테헤란로,3122010,50.0,3898.0,11680
211,37.503348009919996,127.0451771431708,13,56,테헤란로,3122010,50.0,3898.0,11680
212,37.503420849609974,127.04541219461741,13,57,테헤란로,3122010,50.0,3898.0,11680
213,37.50349255435938,127.0456451423049,13,58,테헤란로,3122010,50.0,3898.0,11680
214,37.503967791265346,127.04719530543171,13,59,테헤란로,3122010,50.0,3898.0,11680
215,37.504068758144534,127.04751772114375,13,60,테헤란로,3122010,50.0,3898.0,11680
216,37.50415987124845,127.04780688171486,13,61,테헤란로,3122010,50.0,3898.0,11680
217,37.50415988925068,127.04780692696394,13,62,테헤란로,3122010,50.0,3898.0,11680
218,37.504249298433386,127.0480969127735,13,63,테헤란로,3122010,50.0,3898.0,11680
219,37.50433787775117,127.04838748685098,13,64,테헤란로,3122010,50.0,3898.0,11680
220,37.50440144909808,127.04859913927032,13,65,테헤란로,3122010,50.0,3898.0,11680
221,37.50446871488471,127.04880897354238,13,66,테헤란로,3122010,50.0,3898.0,11680
222,37.504519143727386,127.04896629858742,13,67,테헤란로,3122010,50.0,3898.0,11680
223,37.5045231931654,127.04897887737162,13,68,테헤란로,3122010,50.0,3898.0,11680
224,37.50464041800996,127.04934624115322,13,69,테헤란로,3122010,50.0,3898.0,11680
225,37.504752369778814,127.04971628306558,13,70,테헤란로,3122010,50.0,3898.0,11680
226,37.504863680547146,127.0500866423363,13,71,테헤란로,3122010,50.0,3898.0,11680
227,37.50497562998633,127.05045669776351,13,72,테헤란로,3122010,50.0,3898.0,11680
228,37.50508080528048,127.05079912040011,13,73,테헤란로,3122010,50.0,3898.0,11680
229,37.50519044154296,127.05115817213853,13,74,테헤란로,3122010,50.0,3898.0,11680
230,37.505299824374596,127.0515173604739,13,75,테헤란로,3122010,50.0,3898.0,11680
231,37.50540318304437,127.0518779271788,13,76,테헤란로,3122010,50.0,3898.0,11680
232,37.50540710936921,127.05189162425785,13,77,테헤란로,3122010,50.0,3898.0,11680
233,37.505513620180814,127.05223884925309,13,78,테헤란로,3122010,50.0,3898.0,11680
234,37.50562357945257,127.05259732075416,13,79,테헤란로,3122010,50.0,3898.0,11680
235,37.50572691086579,127.0529341893767,13,80,테헤란로,3122010,50.0,3898.0,11680
236,37.50573344717483,127.05295550024935,13,81,테헤란로,3122010,50.0,3898.0,11680
237,37.50583736623788,127.05329431841065,13,82,테헤란로,3122010,50.0,3898.0,11680
238,37.505945089208126,127.05362934674642,13,83,테헤란로,3122010,50.0,3898.0,11680
239,37.50604855446598,127.05396711743224,13,84,테헤란로,3122010,50.0,3898.0,11680
240,37.50613290088941,127.05424143895226,13,85,테헤란로,3122010,50.0,3898.0,11680
241,37.50615229814565,127.05430470828931,13,86,테헤란로,3122010,50.0,3898.0,11680
242,37.50619756122224,127.05445246881942,13,87,테헤란로,3122010,50.0,3898.0,11680
243,37.506256040776655,127.05464248103665,13,88,테헤란로,3122010,50.0,3898.0,11680
244,37.506262509491165,127.05466351056434,13,89,테헤란로,3122010,50.0,3898.0,11680
245,37.50630131243453,127.05479025329088,13,90,테헤란로,3122010,50.0,3898.0,11680
246,37.50635502650777,127.05498011551163,13,91,테헤란로,3122010,50.0,3898.0,11680
247,37.50636803353302,127.05502457251471,13,92,테헤란로,3122010,50.0,3898.0,11680
248,37.50645536308588,127.05529167154289,13,93,테헤란로,3122010,50.0,3898.0,11680
249,37.50651357096704,127.0554817301116,13,94,테헤란로,3122010,50.0,3898.0,11680
250,37.5065363504602,127.05555559986222,13,95,테헤란로,3122010,50.0,3898.0,11680
251,37.506571760557954,127.05567170979306,13,96,테헤란로,3122010,50.0,3898.0,11680
252,37.506616751527446,127.05581967535512,13,97,테헤란로,3122010,50.0,3898.0,11680
253,37.50662967045014,127.05586187052451,13,98,테헤란로,3122010,50.0,3898.0,11680
254,37.50669716101802,127.05608374011054,13,99,테헤란로,3122010,50.0,3898.0,11680
255,37.50672611115977,127.05617883206398,13,100,테헤란로,3122010,50.0,3898.0,11680
256,37.50677756090159,127.05634781673504,13,101,테헤란로,3122010,50.0,3898.0,11680
257,37.50685342678004,127.05660693964546,13,102,테헤란로,3122010,50.0,3898.0,11680
258,37.506855913279466,127.0566154324208,13,103,테헤란로,3122010,50.0,3898.0,11680
259,37.50696641198979,127.05697568083723,13,104,테헤란로,3122010,50.0,3898.0,11680
260,37.507079852991055,127.0573455265605,13,105,테헤란로,3122010,50.0,3898.0,11680
261,37.50712090501996,127.0574793675371,13,106,테헤란로,3122010,50.0,3898.0,11680
262,37.5071315293814,127.05751401782874,13,107,테헤란로,3122010,50.0,3898.0,11680
263,37.5071939095976,127.05771397917282,13,108,테헤란로,3122010,50.0,3898.0,11680
264,37.50730638275913,127.05808384402565,13,109,테헤란로,3122010,50.0,3898.0,11680
265,37.50731579440257,127.05811479417584,13,110,테헤란로,3122010,50.0,3898.0,11680
266,37.50744439426754,127.05852600946969,13,111,테헤란로,3122010,50.0,3898.0,11680
267,37.507509335322,127.05873688859555,13,112,테헤란로,3122010,50.0,3898.0,11680
268,37.50758101416171,127.05896896821173,13,113,테헤란로,3122010,50.0,3898.0,11680
269,37.507606894797114,127.05905333814788,13,114,테헤란로,3122010,50.0,3898.0,11680
270,37.50771070816756,127.05940285257347,13,115,테헤란로,3122010,50.0,3898.0,11680
271,37.50772283441029,127.05944202858399,13,116,테헤란로,3122010,50.0,3898.0,11680
272,37.50780142543233,127.05968647677702,13,117,테헤란로,3122010,50.0,3898.0,11680
273,37.50811796469032,127.06071857614758,13,118,테헤란로,3122010,50.0,3898.0,11680
274,37.50850121101462,127.06196772307949,13,119,테헤란로,3122010,50.0,3898.0,11680
275,37.5088659240802,127.06315650495463,13,120,테헤란로,3122010,50.0,3898.0,11680
276,37.508870682190874,127.06317215088308,13,121,테헤란로,3122010,50.0,3898.0,11680
277,37.50887070917946,127.06317223007673,13,122,테헤란로,3122010,50.0,3898.0,11680
278,37.50899099231821,127.0635851522175,13,123,테헤란로,3122010,50.0,3898.0,11680
279,37.508991019312425,127.06358522010119,13,124,테헤란로,3122010,50.0,3898.0,11680
280,37.50905592431681,127.06379604006587,13,125,테헤란로,3122010,50.0,3898.0,11680
281,37.509055951310955,127.06379610794971,13,126,테헤란로,3122010,50.0,3898.0,11680
282,37.50909836997921,127.06393321200339,13,127,테헤란로,3122010,50.0,3898.0,11680
283,37.50912113525291,127.06400691720171,13,128,테헤란로,3122010,50.0,3898.0,11680
284,37.509121153236954,127.0640069850782,13,129,테헤란로,3122010,50.0,3898.0,11680
285,37.50918605739649,127.06421797542683,13,130,테헤란로,3122010,50.0,3898.0,11680
286,37.50918607540441,127.06421799806243,13,131,테헤란로,3122010,50.0,3898.0,11680
287,37.509205746521715,127.06428144243894,13,132,테헤란로,3122010,50.0,3898.0,11680
288,37.50925239410639,127.06442832265785,13,133,테헤란로,3122010,50.0,3898.0,11680
289,37.50930777516833,127.06460333905422,13,134,테헤란로,3122010,50.0,3898.0,11680
290,37.5093190188503,127.06463850084938,13,135,테헤란로,3122010,50.0,3898.0,11680
291,37.50938645433456,127.0648482729291,13,136,테헤란로,3122010,50.0,3898.0,11680
292,37.50938648132804,127.06484834081358,13,137,테헤란로,3122010,50.0,3898.0,11680
293,37.50942555499899,127.06497067199527,13,138,테헤란로,3122010,50.0,3898.0,11680
294,37.509453655125206,127.06505815829009,13,139,테헤란로,3122010,50.0,3898.0,11680
295,37.50952081047976,127.06526806660924,13,140,테헤란로,3122010,50.0,3898.0,11680
296,37.50952084645863,127.06526817974289,13,141,테헤란로,3122010,50.0,3898.0,11680
297,37.509543045365,127.0653380058438,13,142,테헤란로,3122010,50.0,3898.0,11680
298,37.50958801052234,127.0654779527218,13,143,테헤란로,3122010,50.0,3898.0,11680
299,37.50958802851167,127.06547800928877,13,144,테헤란로,3122010,50.0,3898.0,11680
300,37.5096607959236,127.06570525058346,13,145,테헤란로,3122010,50.0,3898.0,11680
301,37.50966082291048,127.06570532977884,13,146,테헤란로,3122010,50.0,3898.0,11680
302,37.50977832009411,127.0660724849712,13,147,테헤란로,3122010,50.0,3898.0,11680
303,37.50977834706839,127.0660725867875,13,148,테헤란로,3122010,50.0,3898.0,11680
304,37.5098906169433,127.06642403982298,13,149,테헤란로,3122010,50.0,3898.0,11680
305,37.50989187617592,127.06642797691885,13,150,테헤란로,3122010,50.0,3898.0,11680
306,37.50994748988812,127.06666590475997,13,151,테헤란로,3122010,50.0,3898.0,11680
307,37.50994749887938,127.06666593869889,13,152,테헤란로,3122010,50.0,3898.0,11680
308,37.50999015296226,127.06690894525782,13,153,테헤란로,3122010,50.0,3898.0,11680
309,37.510032536239386,127.06715196316635,13,154,테헤란로,3122010,50.0,3898.0,11680
310,37.51003254521797,127.06715201972612,13,155,테헤란로,3122010,50.0,3898.0,11680
311,37.510069574670595,127.06738139287681,13,156,테헤란로,3122010,50.0,3898.0,11680
312,37.50390570629146,127.02476220921118,52,0,강남대로110길,4166005,6.0,685.0,11680
313,37.50414605102147,127.02555521507651,52,1,강남대로110길,4166005,6.0,685.0,11680
314,37.50399697546124,127.02562603244033,52,2,강남대로110길,4166005,6.0,685.0,11680
315,37.503865309335254,127.02633792018119,52,3,강남대로110길,4166005,6.0,685.0,11680
316,37.503814200395716,127.0266142608714,52,4,강남대로110길,4166005,6.0,685.0,11680
